-,-,-
0.87,-0.61,7.63
0.33,-0.16,7.63
1.82,-0.35,5.81
1.44,-0.29,-0.14
2.63,0.28,5.87
2.09,0.86,8.55
3.01,1.34,11.38
2.77,1.77,13.48
1.26,2.79,11.87
0.06,3.18,12.81
-0.16,3.08,12.24
-4.13,3.45,12.08
-1.32,3.10,12.02
2.41,2.49,10.29
5.00,2.91,9.29
9.51,2.52,8.32
6.13,2.26,8.89
2.83,2.46,9.84
4.90,1.93,9.24
4.32,1.82,7.52
5.02,1.85,7.49
4.41,2.10,9.51




-,-,-
1.70,-0.84,8.85
1.02,-0.17,6.23
1.33,0.29,3.76
1.78,0.03,0.52
3.99,-0.18,5.53
1.50,0.18,11.36
1.75,0.38,12.11
5.18,0.49,9.79
0.86,1.18,12.70
4.05,0.71,11.44
2.31,1.77,11.86
-4.08,2.83,14.81
-4.42,3.11,13.92
-2.74,2.97,11.81
1.81,2.62,7.34
7.85,2.39,7.66
8.58,2.18,7.43
10.54,2.02,7.54
7.40,2.02,8.91
5.49,1.68,9.22
3.63,1.50,7.95




-,-,-
2.57,-0.23,8.14
1.52,0.67,6.01
2.52,0.05,1.79
2.75,-0.40,-3.56
3.70,0.16,3.17
0.38,1.10,15.64
3.64,1.25,19.61
3.19,2.77,15.59
-0.79,4.18,18.31
-0.16,3.37,15.11
-5.99,2.59,7.99
-3.18,2.25,7.31
2.46,2.04,8.82
5.88,2.61,8.13
12.90,2.63,4.50
11.68,2.82,9.67
7.71,1.80,11.51
3.84,1.29,8.70




-,-,-
2.23,-0.97,5.31
1.26,-0.60,10.24
1.38,0.02,10.79
2.50,-0.11,6.87
3.69,-0.74,8.05
2.15,-0.16,6.08
-1.92,0.20,5.83
1.81,0.09,7.62
-3.66,2.27,11.84
-4.59,3.45,16.07
0.01,3.20,13.65
0.69,2.74,12.67
3.59,3.14,7.28
11.09,2.82,9.74
7.50,2.91,12.36
7.07,2.21,9.89




-,-,-
1.79,-1.42,6.70
0.97,-0.96,9.43
1.12,-1.23,11.63
1.77,-1.41,8.85
1.98,-0.43,10.58
-0.17,0.02,7.25
4.49,-1.68,-3.20
2.89,-1.09,0.09
-2.94,0.13,9.94
-0.57,0.70,14.29
-3.46,2.24,15.64
2.36,2.71,20.56
-3.04,2.87,15.05
-1.20,1.97,8.21
7.47,1.03,8.59
8.72,1.03,8.58




-,-,-
1.10,-1.59,8.03
2.50,-1.61,8.19
0.96,-1.10,8.25
1.83,-1.24,8.92
1.88,-0.90,6.90
3.54,-1.40,3.91
2.39,-1.05,2.27
0.87,-1.36,4.95
3.06,-0.70,11.46
-0.57,0.25,12.00
-5.46,1.49,12.71
0.47,1.50,13.08
-2.37,1.57,10.54
0.72,1.70,10.50
1.59,1.42,14.53
2.75,2.23,10.68
10.00,2.01,8.50
8.11,2.09,10.31




-,-,-
2.18,-1.40,9.12
0.95,-0.87,9.05
1.29,-0.47,6.86
1.33,-0.15,1.80
1.80,-0.22,-2.46
1.24,-0.26,4.04
6.13,-0.85,5.57
3.19,0.03,14.39
0.96,1.54,19.18
7.07,2.01,14.73
3.47,2.13,16.17
-2.74,2.32,11.86
-2.44,1.93,9.08
-0.55,1.75,9.01
-4.99,2.50,11.36
-2.97,3.60,12.03
9.91,3.47,8.98
12.21,2.45,5.71
9.48,1.92,6.49
7.42,1.56,9.01




-,-,-
4.09,-1.27,6.44
1.01,-0.34,6.68
1.87,0.55,3.13
1.58,-0.76,1.26
3.18,-1.25,7.67
1.20,-0.95,9.59
4.15,-0.62,10.39
4.13,1.84,14.53
0.68,1.61,16.19
4.79,0.82,14.78
-0.64,1.33,12.06
-0.42,1.01,9.21
0.96,0.94,7.83
-3.33,1.49,9.82
-2.38,2.32,13.10
2.21,2.68,13.46
8.59,2.36,6.87
11.77,1.56,7.81
8.39,1.17,9.43
6.74,0.57,7.77
4.15,0.42,7.93




-,-,-
0.23,-0.49,9.91
1.67,-0.33,8.57
1.63,-0.25,6.29
0.53,-0.35,2.89
1.63,-0.65,0.36
2.99,-0.75,3.70
1.81,-0.11,4.18
-1.28,0.89,9.42
1.91,1.98,15.25
1.29,3.06,15.16
4.35,3.54,16.72
0.83,3.82,16.80
-0.73,2.87,13.97
1.70,2.21,9.03
-4.30,2.22,8.32
-0.68,2.05,8.65
-2.95,3.08,12.15
0.52,3.02,11.61
4.60,2.16,9.12
7.92,1.82,6.74
6.26,2.09,6.88




-,-,-
1.38,-0.88,10.64
1.01,-0.82,8.35
1.46,-0.45,8.03
2.06,-0.28,7.97
1.63,-0.23,5.88
0.81,-0.26,3.11
3.44,-0.55,2.56
0.90,-0.40,8.20
-0.17,-0.70,3.32
1.69,0.34,9.01
2.26,1.95,13.72
0.61,4.04,16.23
4.77,4.38,15.28
0.55,4.49,19.35
-3.42,4.05,12.69
-1.14,2.68,7.29
-2.99,2.21,7.11
-4.38,2.63,8.36
-1.78,3.17,12.92
6.42,2.24,6.44
7.52,2.33,4.43
7.91,3.01,7.56
8.66,2.09,11.12
5.34,2.05,10.41




-,-,-
1.63,-1.26,9.39
1.92,-1.05,9.03
0.42,-0.41,10.84
1.94,-0.07,9.03
1.17,-0.07,5.81
1.34,-0.69,1.01
2.02,-0.87,-2.80
1.42,-0.50,4.76
-1.07,-0.06,9.17
-0.33,1.53,14.70
3.16,2.71,13.46
4.80,3.18,16.40
3.09,3.58,17.56
2.98,3.39,13.50
-1.30,2.78,9.40
-3.61,2.21,8.56
-2.54,2.20,8.22
-6.20,3.32,10.07
0.65,3.52,10.44
10.97,3.79,7.16
11.04,2.90,8.29
5.40,2.29,8.75
6.79,1.98,8.70
3.19,1.80,9.20
2.74,1.88,9.74
4.05,2.04,8.31
2.56,2.53,11.14




-,-,-
0.76,-0.69,11.22
1.32,-0.56,9.60
0.45,0.07,8.86
1.44,0.57,6.99
1.03,0.36,2.72
1.91,-0.38,-4.10
1.06,-0.85,-2.60
3.97,0.45,7.48
-0.73,2.24,19.26
2.43,3.62,18.15
5.93,3.10,19.28
2.55,2.54,13.81
0.52,1.93,10.82
-0.27,1.69,10.59
-1.56,1.71,9.25
-2.39,2.06,9.22
0.38,2.34,9.13
1.41,1.65,9.62
4.65,2.12,7.62
7.29,3.09,6.14
9.79,2.83,12.14
7.26,2.07,9.44
2.32,1.47,8.60
3.86,1.27,10.29
5.11,1.42,7.51
2.88,1.80,8.70




-,-,-
1.72,-0.88,9.01
2.27,-0.47,8.64
1.20,-0.11,8.53
2.93,-1.00,7.54
-0.68,-0.47,8.43
1.23,-0.00,5.63
2.26,-0.75,0.60
2.54,-0.51,0.98
0.36,-0.42,2.32
2.03,0.52,10.04
-1.23,2.70,21.17
4.35,3.15,18.45
3.77,2.69,16.55
2.04,1.70,10.16
2.37,1.57,10.89
-1.10,2.30,12.34
-3.49,2.43,9.46
-0.70,2.12,8.41
-1.31,1.53,9.45
3.33,1.72,7.75
6.24,1.65,9.18
7.31,1.32,8.79
6.71,1.82,7.78
3.88,1.70,10.23
5.78,1.29,9.53




-,-,-
1.56,-0.92,9.50
2.27,-0.55,9.39
2.47,-0.66,7.00
1.98,-0.34,9.04
2.05,0.27,6.63
2.28,0.24,6.27
1.16,-0.04,5.20
1.36,-0.76,6.52
2.50,-0.60,7.60
2.13,-0.42,8.93
3.01,0.66,12.82
2.66,2.03,11.01
3.36,2.70,14.02
-1.37,2.73,14.66
1.02,2.12,11.34
0.98,2.15,11.13
-1.50,2.49,10.09
1.73,2.06,9.68
3.00,1.51,9.10
2.61,2.06,6.82
9.07,2.57,8.63
5.33,2.16,10.02
5.56,2.22,7.08
7.32,2.29,8.12
3.29,2.53,12.36




-,-,-
2.00,-0.80,9.12
1.32,-0.72,9.16
2.24,-0.65,9.18
1.14,-0.28,8.24
1.65,-0.04,5.92
0.37,0.19,3.47
2.93,-0.56,4.35
2.16,-0.29,5.53
0.99,0.16,10.34
0.25,0.23,9.79
3.19,0.73,10.26
2.90,1.07,10.77
-0.79,2.07,10.77
1.11,2.19,15.91
-1.72,2.77,15.65
-1.85,3.13,11.70
0.12,2.71,11.27
-1.38,2.43,6.97
5.44,2.05,6.60
7.33,2.93,10.30
10.58,2.51,7.58
6.62,2.12,8.34
5.67,1.83,11.43




-,-,-
2.21,-0.55,9.03
0.38,-0.20,9.12
1.64,0.28,8.57
2.69,0.45,4.74
0.14,-0.21,1.29
1.29,-0.70,2.48
2.15,-1.00,4.40
1.77,-0.81,9.51
-0.03,0.27,11.07
5.38,2.45,14.27
4.76,3.15,17.64
-1.73,3.68,16.24
1.29,2.89,12.91
-0.60,2.39,10.22
-1.67,2.60,9.49
0.77,2.43,11.41
3.70,1.92,6.96
9.58,2.06,6.85
8.08,1.99,8.56
6.73,1.34,6.52
4.55,1.34,9.10
2.99,1.72,11.58
4.04,1.72,8.49




-,-,-
1.66,-0.70,9.81
1.14,-0.02,9.12
1.42,0.38,6.58
2.12,-0.21,2.93
3.30,-0.73,0.05
3.07,-0.27,3.62
0.17,0.57,8.53
1.98,0.77,13.67
0.91,1.07,11.82
1.62,2.00,11.47
2.78,2.33,17.40
0.10,2.69,11.75
3.57,2.18,10.23
0.90,2.77,13.40
-1.72,3.19,11.07
-1.06,2.76,9.59
-1.91,2.69,9.55
5.88,2.60,9.83
9.00,2.69,6.39
7.47,2.21,9.08
6.62,2.23,8.99
5.41,2.01,8.03




-,-,-
0.95,-0.68,8.69
1.94,-0.35,7.19
1.56,0.13,5.73
1.76,0.14,8.41
1.91,-0.09,6.28
1.31,-0.40,3.92
0.69,-0.57,8.54
-2.02,-0.25,7.57
3.95,0.10,5.16
2.19,1.24,12.44
-0.46,2.45,14.33
4.73,3.04,14.04
3.77,3.30,15.71
-0.84,3.60,11.60
-1.56,3.51,11.37
-2.10,3.10,10.55
-4.48,3.12,8.65
3.94,2.95,12.42
5.91,3.28,7.24
10.72,2.93,5.82
9.09,2.09,7.39




-,-,-
1.78,-0.81,8.77
1.99,-0.51,9.02
1.34,-0.24,9.16
2.32,-0.80,8.53
1.06,-0.74,8.75
0.59,-0.15,8.66
1.53,-0.76,4.22
2.65,-1.02,3.06
-0.49,-0.45,4.54
1.76,-0.73,5.41
4.60,0.06,5.80
-0.08,2.17,10.25
5.49,2.74,17.51
2.06,3.43,17.73
-0.12,4.05,17.44
1.86,3.42,14.50
-1.68,2.72,9.90
